ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	CBGroupList	ExampleSit	ExpList	ExpList.Cycle	ExpList.Sample	GroupDescription	GroupNR	InstrMIP3.ACC	InstrMIP3.CRESP	InstrMIP3.DurationError	InstrMIP3.OnsetDelay	InstrMIP3.OnsetTime	InstrMIP3.OnsetToOnsetTime	InstrMIP3.RESP	InstrMIP3.RT	InstrMIP3.RTTime	IntExpList	IntExpList.Cycle	IntExpList.Sample	MoodDes	MoodDes2	MoodDes3	MoodDesLW	Procedure[Block]	resp	Running[Block]	Task	Trial	AffectGrid	AffectGrid.Cycle	AffectGrid.Sample	Arousal	MoodQuestions	MoodQuestions.Cycle	MoodQuestions.Sample	Pleasure	Procedure[Trial]	Question	QuestSlide.RESP	QuestSlide.RT	Running[Trial]
Mood	84	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-25T08:18:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312695</Frequency><Timestamp dt:dt="r8">6704014107</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-25T08:18:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-84-1	60.005	1.0.0.399	1	-1885295530	Professional	2.0.10.356	2.0.10.356	03-25-2019	25-3-2019 8:18:39	09:18:39	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	2					2	1	2		MoodQuestProc	How much did the example story help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	2	7754	MoodQuestions
Mood	84	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-25T08:18:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312695</Frequency><Timestamp dt:dt="r8">6704014107</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-25T08:18:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-84-1	60.005	1.0.0.399	1	-1885295530	Professional	2.0.10.356	2.0.10.356	03-25-2019	25-3-2019 8:18:39	09:18:39	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	3					3	1	3		MoodQuestProc	How much did the music help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	6	3776	MoodQuestions
Mood	84	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-25T08:18:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312695</Frequency><Timestamp dt:dt="r8">6704014107</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-25T08:18:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-84-1	60.005	1.0.0.399	1	-1885295530	Professional	2.0.10.356	2.0.10.356	03-25-2019	25-3-2019 8:18:39	09:18:39	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	4					4	1	4		MoodQuestProc	How much did your own memory help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	8	5405	MoodQuestions
Mood	84	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-25T08:18:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312695</Frequency><Timestamp dt:dt="r8">6704014107</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-25T08:18:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-84-1	60.005	1.0.0.399	1	-1885295530	Professional	2.0.10.356	2.0.10.356	03-25-2019	25-3-2019 8:18:39	09:18:39	2.0.10.252	6			4	1	4																			Mood	a	ExpList	Mood3	1	1	3	3	6				3	AffectGridProc				AffectGrid
Mood	85	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">41963549969</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-85-1	60.005	1.0.0.399	1	-985482256	Professional	2.0.10.356	2.0.10.356	03-25-2019	25-3-2019 11:15:54	12:15:54	2.0.10.252	1	1	It’s your birthday and your friends throw you an amazing surprise party! All of your favorite people are there, and they are having a great time together with you, doing the best imaginable birthday activities. 				E	1										1	1	1	excited			an excited	InitializeProc		IntExpList															
Mood	85	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">41963549969</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-85-1	60.005	1.0.0.399	1	-985482256	Professional	2.0.10.356	2.0.10.356	03-25-2019	25-3-2019 11:15:54	12:15:54	2.0.10.252	2																	2	1	2					Mood		IntExpList		1	1	1	1	5				4	AffectGridProc				AffectGrid
Mood	85	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">41963549969</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-85-1	60.005	1.0.0.399	1	-985482256	Professional	2.0.10.356	2.0.10.356	03-25-2019	25-3-2019 11:15:54	12:15:54	2.0.10.252	3	1	It’s your birthday and your friends throw you an amazing surprise party! All of your favorite people are there, and they are having a great time together with you, doing the best imaginable birthday activities. 	1	1	1	E	1	1		0	16	69470	600040		0	0				excited			an excited	MoodProc	?	ExpList	Music														
Mood	85	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">41963549969</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-85-1	60.005	1.0.0.399	1	-985482256	Professional	2.0.10.356	2.0.10.356	03-25-2019	25-3-2019 11:15:54	12:15:54	2.0.10.252	4			2	1	2																			Mood	a	ExpList	Mood2	1	1	2	2	4				6	AffectGridProc				AffectGrid
Mood	85	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">41963549969</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-85-1	60.005	1.0.0.399	1	-985482256	Professional	2.0.10.356	2.0.10.356	03-25-2019	25-3-2019 11:15:54	12:15:54	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	1					1	1	1		MoodQuestProc	How difficult did you find it to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	4	4579	MoodQuestions
Mood	85	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">41963549969</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-85-1	60.005	1.0.0.399	1	-985482256	Professional	2.0.10.356	2.0.10.356	03-25-2019	25-3-2019 11:15:54	12:15:54	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	2					2	1	2		MoodQuestProc	How much did the example story help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	1	4727	MoodQuestions
Mood	85	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">41963549969</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-85-1	60.005	1.0.0.399	1	-985482256	Professional	2.0.10.356	2.0.10.356	03-25-2019	25-3-2019 11:15:54	12:15:54	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	3					3	1	3		MoodQuestProc	How much did the music help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	6	2318	MoodQuestions
Mood	85	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">41963549969</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-85-1	60.005	1.0.0.399	1	-985482256	Professional	2.0.10.356	2.0.10.356	03-25-2019	25-3-2019 11:15:54	12:15:54	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	4					4	1	4		MoodQuestProc	How much did your own memory help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	2	3957	MoodQuestions
Mood	85	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312685</Frequency><Timestamp dt:dt="r8">41963549969</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-25T11:15:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-85-1	60.005	1.0.0.399	1	-985482256	Professional	2.0.10.356	2.0.10.356	03-25-2019	25-3-2019 11:15:54	12:15:54	2.0.10.252	6			4	1	4																			Mood	a	ExpList	Mood3	1	1	3	3	5				6	AffectGridProc				AffectGrid
Mood	86	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">7496263499</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-86-1	60.005	1.0.0.399	1	-1093028852	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 8:14:53	09:14:53	2.0.10.252	1	2	A relative of yours, with whom you’ve shared a close relationship, has been diagnosed with early-onset Alzheimers. Whereas (s)he used to be full of life and wisdom, you can see the passion fade away as (s)he forgets more and more, until eventually (s)he doesn’t even remember you and the great times you’ve had anymore. 				S	2										1	1	1	sad	Before we continue to the task, I, the experimenter, would like to assure you that at the end of the task, I will make sure you get back to a normal mood.	Are you still a bit down? The experiment leader has a nice little surprise for you. Hopefully it will make you feel a little better.  	a sad	InitializeProc		IntExpList															
Mood	86	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">7496263499</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-86-1	60.005	1.0.0.399	1	-1093028852	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 8:14:53	09:14:53	2.0.10.252	2																	2	1	2					Mood		IntExpList		1	1	1	1	5				5	AffectGridProc				AffectGrid
Mood	86	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">7496263499</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-86-1	60.005	1.0.0.399	1	-1093028852	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 8:14:53	09:14:53	2.0.10.252	3	2	A relative of yours, with whom you’ve shared a close relationship, has been diagnosed with early-onset Alzheimers. Whereas (s)he used to be full of life and wisdom, you can see the passion fade away as (s)he forgets more and more, until eventually (s)he doesn’t even remember you and the great times you’ve had anymore. 	1	1	1	S	2	1		0	0	148753	600036		0	0				sad	Before we continue to the task, I, the experimenter, would like to assure you that at the end of the task, I will make sure you get back to a normal mood.	Are you still a bit down? The experiment leader has a nice little surprise for you. Hopefully it will make you feel a little better.  	a sad	MoodProc	?	ExpList	Music														
Mood	86	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">7496263499</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-86-1	60.005	1.0.0.399	1	-1093028852	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 8:14:53	09:14:53	2.0.10.252	4			2	1	2																			Mood	a	ExpList	Mood2	1	1	2	2	3				3	AffectGridProc				AffectGrid
Mood	86	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">7496263499</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-86-1	60.005	1.0.0.399	1	-1093028852	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 8:14:53	09:14:53	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	1					1	1	1		MoodQuestProc	How difficult did you find it to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	3	9660	MoodQuestions
Mood	86	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">7496263499</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-86-1	60.005	1.0.0.399	1	-1093028852	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 8:14:53	09:14:53	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	2					2	1	2		MoodQuestProc	How much did the example story help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	1	4357	MoodQuestions
Mood	86	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">7496263499</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-86-1	60.005	1.0.0.399	1	-1093028852	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 8:14:53	09:14:53	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	3					3	1	3		MoodQuestProc	How much did the music help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	6	5915	MoodQuestions
Mood	86	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">7496263499</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-86-1	60.005	1.0.0.399	1	-1093028852	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 8:14:53	09:14:53	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	4					4	1	4		MoodQuestProc	How much did your own memory help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	8	3714	MoodQuestions
Mood	86	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">7496263499</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T08:14:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-86-1	60.005	1.0.0.399	1	-1093028852	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 8:14:53	09:14:53	2.0.10.252	6			4	1	4																			Mood	a	ExpList	Mood3	1	1	3	3	3				3	AffectGridProc				AffectGrid
Mood	87	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">32207877646</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-87-1	60.005	1.0.0.399	1	2143765240	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 10:19:13	11:19:13	2.0.10.252	1	1	It’s your birthday and your friends throw you an amazing surprise party! All of your favorite people are there, and they are having a great time together with you, doing the best imaginable birthday activities. 				E	1										1	1	1	excited			an excited	InitializeProc		IntExpList															
Mood	87	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">32207877646</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-87-1	60.005	1.0.0.399	1	2143765240	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 10:19:13	11:19:13	2.0.10.252	2																	2	1	2					Mood		IntExpList		1	1	1	1	6				6	AffectGridProc				AffectGrid
Mood	87	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">32207877646</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-87-1	60.005	1.0.0.399	1	2143765240	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 10:19:13	11:19:13	2.0.10.252	3	1	It’s your birthday and your friends throw you an amazing surprise party! All of your favorite people are there, and they are having a great time together with you, doing the best imaginable birthday activities. 	1	1	1	E	1	1		0	-1	155873	600037		0	0				excited			an excited	MoodProc	?	ExpList	Music														
Mood	87	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">32207877646</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-87-1	60.005	1.0.0.399	1	2143765240	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 10:19:13	11:19:13	2.0.10.252	4			2	1	2																			Mood	a	ExpList	Mood2	1	1	2	2	7				8	AffectGridProc				AffectGrid
Mood	87	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">32207877646</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-87-1	60.005	1.0.0.399	1	2143765240	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 10:19:13	11:19:13	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	1					1	1	1		MoodQuestProc	How difficult did you find it to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	4	5720	MoodQuestions
Mood	87	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">32207877646</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-87-1	60.005	1.0.0.399	1	2143765240	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 10:19:13	11:19:13	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	2					2	1	2		MoodQuestProc	How much did the example story help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	3	4359	MoodQuestions
Mood	87	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312705</Frequency><Timestamp dt:dt="r8">32207877646</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2019-03-28T10:19:13Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Mood-87-1	60.005	1.0.0.399	1	2143765240	Professional	2.0.10.356	2.0.10.356	03-28-2019	28-3-2019 10:19:13	11:19:13	2.0.10.252	5			3	1	3																			MoodQuest	?	ExpList	Quest	3					3	1	3		MoodQuestProc	How much did the music help to get into the mood, on a scale of 1 (not at all) to 8 (very much)?	7	3149	MoodQuestions
